Close,High,Low,Open,Volume,Date
24.32043076,24.78979985,23.87997952,24.77867668,212818400,1/2/2015
23.63528824,24.16916803,23.44843124,24.08908598,257142000,1/5/2015
23.63751221,23.89777802,23.27491801,23.69979787,263188400,1/6/2015
23.96896172,24.06906343,23.73538879,23.84661367,160423600,1/7/2015
24.88990593,24.94774335,24.18029058,24.29819039,237458000,1/8/2015
24.91659546,25.19243266,24.51618525,25.0634114,214798000,1/9/2015
24.3026371,25.0545167,24.20253538,25.04784348,198603200,1/12/2015
24.51840591,25.09232654,24.22699735,24.78756984,268367600,1/13/2015
24.42497826,24.5784674,24.13579296,24.25591601,195826400,1/14/2015
23.76208115,24.48281783,23.72649007,24.46947139,240056000,1/15/2015
23.57745171,23.93114774,23.40171618,23.80879968,314053200,1/16/2015
24.18474007,24.24035251,23.69090129,23.98898318,199599600,1/20/2015
24.36937141,24.70526932,24.0846343,24.2359002,194303600,1/21/2015
25.00335121,25.01892263,24.40718584,24.5273089,215185600,1/22/2015
25.13237572,25.30366129,24.80982253,24.98110981,185859200,1/23/2015
25.15906525,25.43935239,25.09233134,25.30143294,222460000,1/26/2015
24.27816582,25.02114887,24.25369621,25.00780073,382274800,1/27/2015
25.65067673,26.2757616,25.65067673,26.16676001,585908400,1/28/2015
26.44927406,26.51378469,25.70629106,25.87535333,337745600,1/29/2015
26.06221771,26.69397429,25.99325712,26.33805497,334982000,1/30/2015
26.38921547,26.50933855,25.82196958,26.26019589,250956400,2/2/2015
26.3936615,26.49153823,26.16231357,26.3602937,207662800,2/3/2015
26.59609604,26.80742436,26.3180338,26.36029981,280598800,2/4/2015
26.78591919,26.85068441,26.63182256,26.80378411,168984800,2/5/2015
26.56035805,26.85515048,26.45316002,26.80378437,174826400,2/6/2015
26.73679543,26.76359366,26.44870246,26.4755024,155559200,2/9/2015
27.2504406,27.27947428,26.83505271,26.83728476,248034000,2/10/2015
27.88915634,27.89808965,27.35763715,27.41793486,294247200,2/11/2015
28.24201965,28.46981485,28.04325814,28.15268824,297898000,2/12/2015
28.38048363,28.42514848,28.06112496,28.42514848,217088800,2/13/2015
28.54797935,28.78247411,28.34475034,28.47204705,252609600,2/17/2015
28.74673843,28.76013755,28.46311133,28.50331038,179566800,2/18/2015
28.68643379,28.81596423,28.65963557,28.69313335,149449600,2/19/2015
28.92093658,28.92093658,28.59711211,28.72440712,195793600,2/20/2015
29.70259094,29.70259094,28.95667707,29.0370752,283896400,2/23/2015
29.51722336,29.83658376,29.29389565,29.68918665,276912400,2/24/2015
28.76236725,29.38992082,28.61943769,29.38098581,298846800,2/25/2015
29.12639809,29.22689487,28.2755201,28.76237285,365150000,2/26/2015
28.68867874,29.15990034,28.63954637,29.03260191,248059200,2/27/2015
28.82936478,29.09512522,28.65293744,28.86509802,192386800,3/2/2015
28.88966942,28.92540267,28.6060423,28.80033971,151265200,3/3/2015
28.70654106,28.93433627,28.6574121,28.83160744,126665200,3/4/2015
28.23085403,28.75344001,28.0856907,28.71547471,226068400,3/5/2015
28.273283,28.89189991,28.19735241,28.67527179,291368400,3/6/2015
28.39387894,28.93656693,27.92935699,28.57700755,354114000,3/9/2015
27.80653381,28.41175171,27.64797134,28.23085681,275426400,3/10/2015
27.29957199,27.86459068,27.27054001,27.86012488,275756000,3/11/2015
27.79312706,27.89362553,27.16334312,27.315206,193450800,3/12/2015
27.60106468,28.00528891,27.37550497,27.78196125,207309200,3/13/2015
27.90478897,27.90478897,27.44026876,27.66582846,143497200,3/16/2015
28.37154961,28.43408109,28.06112426,28.11695618,204092400,3/17/2015
28.69091034,28.845007,28.2219225,28.36261834,261083600,3/18/2015
28.47427559,28.86509898,28.45194316,28.75343515,183238000,3/19/2015
28.1169548,28.67527229,27.9516928,28.6417745,274780400,3/20/2015
28.40951729,28.55244688,28.25542063,28.38941861,150838800,3/23/2015
28.29338264,28.59487295,28.26434896,28.41397979,131369200,3/24/2015
27.55416489,28.32241255,27.55416489,28.25988108,206620800,3/25/2015
27.74623299,27.88916258,27.37997569,27.41570894,190291600,3/26/2015
27.52513885,27.84896334,27.44920826,27.81993135,158184800,3/27/2015
28.22192192,28.22862148,27.69263466,27.70380173,188398800,3/30/2015
27.78866196,28.24871641,27.77302909,28.159385,168362400,3/31/2015
27.74846649,27.9427622,27.4916393,27.87576321,162485600,4/1/2015
27.98742104,28.04101919,27.7350614,27.92265581,128880400,4/2/2015
28.44078064,28.47651389,27.76633177,27.79759751,148776000,4/6/2015
28.14151955,28.61273935,28.13481999,28.50554303,140049200,4/7/2015
28.04995537,28.22861819,27.90925955,28.10578729,149316800,4/8/2015
28.26435471,28.26882221,27.84003342,28.10579223,129936000,4/9/2015
28.38494301,28.40950919,27.97402096,28.12811588,160752000,4/10/2015
28.32911682,28.71324242,28.27551865,28.66857416,145460400,4/13/2015
28.20628929,28.42738324,28.11919162,28.362618,102098400,4/14/2015
28.31348228,28.39164663,28.14152072,28.23085214,115881600,4/15/2015
28.17725182,28.38494662,28.1638527,28.201818,113476000,4/16/2015
27.86013412,28.17055953,27.79536888,28.03879699,207828000,4/17/2015
28.49660873,28.61273837,27.95392246,28.04325386,188217200,4/20/2015
28.34251595,28.63060715,28.28891608,28.60827642,129740400,4/21/2015
28.72440147,28.78023339,28.2107489,28.36037802,150618000,4/22/2015
28.95889664,29.12639238,28.6172056,28.65293884,183083600,4/23/2015
29.09513283,29.17329889,28.86063806,29.14203314,178103600,4/24/2015
29.62441444,29.73161418,29.28942293,29.54848385,387816800,4/27/2015
29.15765953,30.04650269,28.93656732,30.02863947,475696000,4/28/2015
28.7288723,29.38768827,28.65294171,29.06833132,253544400,4/29/2015
27.94946098,28.72887415,27.82216427,28.72887415,332781600,4/30/2015
28.79810524,29.06163369,27.98296053,28.16162166,234050400,5/1/2015
28.74227142,29.1598965,28.6440067,28.92093425,203953200,5/4/2015
28.09461975,28.68643668,28.09015224,28.6194377,197085600,5/5/2015
27.91819382,28.3067835,27.5497028,28.2643507,288564000,5/6/2015
28.09087563,28.2747692,27.81279133,27.98098673,175763600,5/7/2015
28.62013245,28.62013245,28.28149853,28.40932698,222201600,5/8/2015
28.32859421,28.60667683,28.17385387,28.56855294,168143200,5/11/2015
28.2276783,28.45418024,27.99220402,28.16712699,192640000,5/12/2015
28.25906563,28.52369308,28.2276693,28.29046196,138776800,5/13/2015
28.9183979,28.9183979,28.51697302,28.57303815,180814000,5/14/2015
28.87803078,29.03949864,28.75244542,28.94530962,152832000,5/15/2015
29.19647598,29.31533378,28.78607884,28.79056501,203531600,5/18/2015
29.16956711,29.35121758,29.07313331,29.30860753,178532800,5/19/2015
29.16732216,29.37364142,29.00585431,29.15386708,145819600,5/20/2015
29.46558952,29.51941328,29.11574366,29.16956742,158921600,5/21/2015
29.72349548,29.81992931,29.46783856,29.51269341,182384000,5/22/2015
29.06864929,29.80646836,28.95651903,29.73694815,282790400,5/26/2015
29.61136246,29.66070005,29.16508614,29.23012019,183332800,5/27/2015
29.55304909,29.59117296,29.40055359,29.57099034,122933200,5/28/2015
29.21666527,29.47904971,29.13144516,29.42971211,203538000,5/29/2015
29.2749691,29.46559193,29.16508363,29.21666259,128451200,6/1/2015
29.14490509,29.3018868,29.00137846,29.12247766,134670400,6/2/2015
29.18078041,29.3646757,29.13144282,29.30188302,123934000,6/3/2015
29.01033974,29.28393783,28.90942319,29.05967732,153800400,6/4/2015
28.85110855,29.08434136,28.78607452,29.04173132,142507200,6/5/2015
28.6605072,28.97671549,28.44297413,28.90719182,210699200,6/8/2015
28.57527924,28.72329202,28.17161127,28.41381136,224301600,6/9/2015
28.90270042,29.00585836,28.67171062,28.68740879,156349200,6/10/2015
28.83766365,29.19423711,28.81299485,28.96997656,141563600,6/11/2015
28.51921272,28.77935577,28.50575764,28.74795943,147544800,6/12/2015
28.46315193,28.53491525,28.19179684,28.27925833,175955600,6/15/2015
28.61563873,28.67170386,28.33979928,28.48781032,125976400,6/16/2015
28.54837036,28.67844019,28.42278328,28.64255939,131672400,6/17/2015
28.67843437,28.77486646,28.53042332,28.5326664,141628800,6/18/2015
28.39138412,28.66498226,28.3465327,28.64031346,218867600,6/19/2015
28.61788559,28.71880214,28.49902779,28.59097371,136157200,6/22/2015
28.48781586,28.61788738,28.45417643,28.58873413,121075600,6/23/2015
28.73001862,29.10901949,28.50800115,28.52818378,221123600,6/24/2015
28.59321785,28.97446007,28.59321785,28.89821231,127752400,6/25/2015
28.42502213,28.7031047,28.37120008,28.6313414,176267200,6/26/2015
27.92716599,28.362232,27.91595398,28.13572836,196645600,6/29/2015
28.12899971,28.28374003,28.00117127,28.16039605,177482800,6/30/2015
28.39138412,28.4676336,28.25458506,28.45866297,120955200,7/1/2015
28.3555069,28.41157204,28.20525102,28.35326381,108844000,7/2/2015
28.25683022,28.3084109,27.99893023,28.01911457,112241600,7/6/2015
28.18730736,28.290467,27.75672583,28.23215878,187787200,7/7/2015
27.48760986,27.95182904,27.48088232,27.91594825,243046400,7/8/2015
26.9269619,27.82176094,26.73634079,27.77466643,314380000,7/9/2015
27.64683151,27.77465992,27.18261239,27.34632329,245418000,7/10/2015
28.18058014,28.20300585,27.88007013,28.0392949,165762000,7/13/2015
28.16936493,28.33980341,28.0415365,28.26579702,127072400,7/14/2015
28.44072151,28.5147279,28.16263892,28.19403526,134596800,7/15/2015
28.81971931,28.83317782,28.55957799,28.64703946,144889600,7/16/2015
29.06864929,29.06864929,28.77486854,28.94755011,184658800,7/17/2015
29.61809158,29.8199247,29.31085231,29.37140362,235600800,7/20/2015
29.32207108,29.80871613,29.22564067,29.79301967,307025600,7/21/2015
28.08190155,28.14469422,27.35753934,27.35753934,461802400,7/22/2015
28.06844521,28.50126633,28.04601779,28.30167462,203998000,7/23/2015
27.92044258,28.19852523,27.78588657,28.10433619,168649200,7/24/2015
27.53246689,27.72084664,27.3866989,27.6042302,177822000,7/27/2015
27.66926003,27.78811953,27.48312511,27.66926003,134472400,7/28/2015
27.58180428,27.69617763,27.42033641,27.61768678,148046800,7/29/2015
27.44275665,27.48760807,27.29474391,27.43154294,134513200,7/30/2015
27.20280838,27.50331673,27.11534689,27.4943461,171540000,7/31/2015
26.56141472,27.48760999,26.35509375,27.24765132,279904000,8/3/2015
25.70921898,26.39545544,25.39749708,26.33266278,496554400,8/4/2015
25.87966537,26.33715706,25.13960495,25.33022605,397250400,8/5/2015
