Date,Actual,ARIMA,SARIMA,LSTM
2023-10-28,130.07349141438803,127.85738450722874,135.7319731956097,133.66063333333332
2023-10-29,129.99144999186197,127.85738450722874,135.7576453547961,133.36597666666665
2023-10-30,129.90940856933594,127.85738450722874,135.7833175139825,133.07132
2023-10-31,131.1893310546875,127.85738450722874,135.76238946348235,132.33551
2023-11-01,130.35244750976562,127.85738450722874,136.45190649086598,131.88356
2023-11-02,132.66610717773438,127.85738450722874,136.40689700238778,131.54837
2023-11-03,133.84754943847656,127.85738450722874,136.30434564178643,131.54652
2023-11-04,134.40544637044272,127.85738450722874,136.38245527010224,131.6405
2023-11-05,134.96334330240884,127.85738450722874,136.46056489841806,131.73448
2023-11-06,135.521240234375,127.85738450722874,136.53867452673387,131.82846
2023-11-07,135.91506958007812,127.85738450722874,136.476063738588,132.4143
2023-11-08,138.22872924804688,127.85738450722874,136.42355529882917,133.16275
2023-11-09,135.81661987304688,127.85738450722874,136.4139938923063,134.17316
2023-11-10,136.6534881591797,127.85738450722874,136.96600229673186,135.0105
2023-11-11,138.1631062825521,127.85738450722874,137.07182503790418,135.27353333333335
2023-11-12,139.67272440592447,127.85738450722874,137.17764777907647,135.53656666666666
2023-11-13,141.18234252929688,127.85738450722874,137.28347052024878,135.7996
2023-11-14,141.01004791259766,127.85738450722874,137.28699469708653,136.35046
2023-11-15,140.83775329589844,127.85738450722874,137.29051887392424,136.90132
2023-11-16,140.3947296142578,127.85738450722874,137.36753535148344,138.0107
2023-11-17,143.84060668945312,127.85738450722874,137.3466073009833,139.01721
2023-11-18,143.10220336914062,127.85738450722874,137.57644631011118,139.41521666666668
2023-11-19,142.36380004882812,127.85738450722874,137.80628531923904,139.81322333333333
2023-11-20,141.62539672851562,127.85738450722874,138.03612432836692,140.21123
2023-11-21,140.64085388183594,127.85738450722874,137.99111483988872,141.16107
2023-11-22,139.65631103515625,127.85738450722874,137.88856347928737,141.83783
2023-11-23,137.19497680664062,127.85738450722874,138.1228923642348,142.20435
2023-11-24,138.1795196533203,127.85738450722874,138.06028157608895,142.12567
2023-11-25,138.41334533691406,127.85738450722874,138.04715446614924,142.0695025
2023-11-26,138.6471710205078,127.85738450722874,138.03402735620955,142.013335
2023-11-27,138.88099670410156,127.85738450722874,138.02090024626983,141.95716750000003
2023-11-28,139.1148223876953,127.85738450722874,138.00777313633012,141.901
2023-11-29,138.81947326660156,127.85738450722874,137.99821172980725,141.6619
2023-11-30,143.6436767578125,127.85738450722874,138.5502201342328,141.38928
2023-12-01,145.16970825195312,127.85738450722874,138.86768835774973,141.57736
2023-12-02,147.17159525553384,127.85738450722874,138.87003780897487,141.75213
2023-12-03,149.1734822591146,127.85738450722874,138.87238726020004,141.92690000000002
2023-12-04,151.1753692626953,127.85738450722874,138.8747367114252,142.10167
2023-12-05,149.6493377685547,127.85738450722874,138.95175318898438,143.35524
2023-12-06,153.73516845703125,127.85738450722874,138.93082513848424,144.72864
2023-12-07,157.87022399902344,127.85738450722874,139.62034216586787,146.50627
2023-12-08,156.2949676513672,127.85738450722874,139.57533267738967,148.71797
2023-12-09,157.11541239420572,127.85738450722874,139.54114889052255,149.4185
2023-12-10,157.93585713704428,127.85738450722874,139.50696510365543,150.11903
2023-12-11,158.7563018798828,127.85738450722874,139.4727813167883,150.81956
2023-12-12,158.31326293945312,127.85738450722874,139.70711020173576,152.96599
2023-12-13,160.33155822753906,127.85738450722874,139.6444994135899,154.87735
2023-12-14,161.46377563476562,127.85738450722874,139.59199097383106,156.69981
2023-12-15,166.43568420410156,127.85738450722874,139.5824295673082,158.38945
2023-12-16,167.63353474934897,127.85738450722874,139.76643236878337,159.03475
2023-12-17,168.83138529459634,127.85738450722874,139.95043517025857,159.68005
2023-12-18,170.02923583984375,127.85738450722874,140.13443797173375,160.32535
2023-12-19,170.37380981445312,127.85738450722874,140.45190619525067,162.51675
2023-12-20,164.6634979248047,127.85738450722874,140.45895454892613,164.6748
2023-12-21,168.0109100341797,127.85738450722874,140.53597102648533,166.08968
2023-12-22,172.09674072265625,127.85738450722874,140.51504297598518,167.36165
2023-12-23,173.85659790039062,127.85738450722874,140.6874222328311,167.7076375
2023-12-24,175.616455078125,127.85738450722874,140.859801489677,168.053625
2023-12-25,177.37631225585938,127.85738450722874,141.0321807465229,168.3996125
2023-12-26,179.13616943359375,127.85738450722874,141.2045600033688,168.7456
2023-12-27,177.41323852539062,127.85738450722874,141.1595505148906,170.70354
2023-12-28,179.87457275390625,127.85738450722874,141.05699915428926,172.56696
2023-12-29,181.3513946533203,127.85738450722874,141.2913280392367,174.52449
2023-12-30,181.59752400716144,127.85738450722874,141.27045777652143,175.17227666666665
2023-12-31,181.8436533610026,127.85738450722874,141.24958751380612,175.82006333333334
2024-01-01,182.08978271484372,127.85738450722874,141.22871725109084,176.46785
2024-01-02,179.3330841064453,127.85738450722874,141.176208811332,178.29498
2024-01-03,179.52999877929688,127.85738450722874,141.16664740480914,179.61797
2024-01-04,184.00962829589844,127.85738450722874,141.7186558092347,180.59554
2024-01-05,183.0743103027344,127.85738450722874,142.03612403275162,181.69777
2024-01-06,182.3030954996745,127.85738450722874,142.03847348397676,181.99751999999998
2024-01-07,181.5318806966146,127.85738450722874,142.04082293520193,182.29727
2024-01-08,180.7606658935547,127.85738450722874,142.04317238642707,182.59702
2024-01-09,181.7944183349609,127.85738450722874,142.12018886398627,183.10356
2024-01-10,182.72972106933597,127.85738450722874,142.09926081348613,183.46613
2024-01-11,181.4990692138672,127.85738450722874,142.78877784086976,183.76393
2024-01-12,180.6622009277344,127.85738450722874,142.74376835239156,183.85562
2024-01-13,182.3523152669271,127.85738450722874,142.70958456552444,183.82199
2024-01-14,184.0424296061198,127.85738450722874,142.67540077865732,183.78835999999998
2024-01-15,185.7325439453125,127.85738450722874,142.6412169917902,183.75473
2024-01-16,183.9111785888672,127.85738450722874,142.87554587673765,184.04973
2024-01-17,182.7789459228516,127.85738450722874,142.8129350885918,184.2733
2024-01-18,185.28952026367188,127.85738450722874,142.76042664883295,184.3817
2024-01-19,188.88308715820312,127.85738450722874,142.75086524231008,184.67119
2024-01-20,187.71395111083984,127.85738450722874,142.88886734341648,184.839605
2024-01-21,186.54481506347656,127.85738450722874,143.02686944452284,185.00802
2024-01-22,185.37567901611328,127.85738450722874,143.16487154562924,185.176435
2024-01-23,184.20654296875,127.85738450722874,143.30287364673563,185.34485
2024-01-24,186.3232879638672,127.85738450722874,143.62034187025256,185.67485
2024-01-25,186.7663116455078,127.85738450722874,143.62739022392802,186.08879
2024-01-26,187.06167221069336,127.85738450722874,143.6466443433178,186.191085
2024-01-27,187.3570327758789,127.85738450722874,143.66589846270762,186.29338
2024-01-28,187.65239334106445,127.85738450722874,143.68515258209743,186.395675
2024-01-29,187.94775390625,127.85738450722874,143.70440670148722,186.49797
2024-01-30,184.99415588378903,127.85738450722874,143.68347865098707,186.98665
2024-01-31,183.0250701904297,127.85738450722874,144.3729956783707,187.16881
2024-02-01,180.5637359619141,127.85738450722874,144.3279861898925,187.01855
2024-02-02,181.7451934814453,127.85738450722874,144.22543482929115,186.4574
2024-02-03,180.74425252278647,127.85738450722874,144.30354445760696,186.25262
2024-02-04,179.7433115641276,127.85738450722874,144.38165408592278,186.04784
2024-02-05,178.74237060546875,127.85738450722874,144.4597637142386,185.84306
2024-02-06,180.26840209960935,127.85738450722874,144.39715292609273,184.91019
2024-02-07,178.89002990722656,127.85738450722874,144.3446444863339,184.0707
2024-02-08,181.94210815429688,127.85738450722874,144.33508307981103,183.174
2024-02-09,178.53253173828125,127.85738450722874,144.88709148423658,182.64851
2024-02-10,176.55597432454428,127.85738450722874,144.9929142254089,182.42952333333332
2024-02-11,174.57941691080728,127.85738450722874,145.09873696658119,182.21053666666666
2024-02-12,172.6028594970703,127.85738450722874,145.2045597077535,181.99155
2024-02-13,174.53001403808594,127.85738450722874,145.21160806142896,180.80887
2024-02-14,179.4713897705078,127.85738450722874,145.28862453898816,179.69069
2024-02-15,183.7704162597656,127.85738450722874,145.267696488488,179.12085
2024-02-16,186.09288024902344,127.85738450722874,145.95721351587164,179.26842
2024-02-17,186.24111938476562,127.85738450722874,145.94221035304557,179.51749999999998
2024-02-18,186.3893585205078,127.85738450722874,145.92720719021952,179.76658
2024-02-19,186.53759765625,127.85738450722874,145.91220402739344,180.01566
2024-02-20,188.4153289794922,127.85738450722874,145.8096526667921,181.09535
2024-02-21,186.4881591796875,127.85738450722874,146.0439815517395,182.4861
2024-02-22,192.4672698974609,127.85738450722874,145.98137076359367,183.73486
2024-02-23,202.89361572265625,127.85738450722874,145.92886232383484,185.43782
2024-02-24,202.54771423339844,127.85738450722874,145.9256751883272,186.35421666666664
2024-02-25,202.20181274414062,127.85738450722874,145.9224880528196,187.27061333333333
2024-02-26,201.8559112548828,127.85738450722874,145.91930091731197,188.18701
2024-02-27,202.94302368164065,127.85738450722874,146.47130932173752,191.06439
2024-02-28,203.239501953125,127.85738450722874,146.78877754525445,193.96964
2024-02-29,202.6959686279297,127.85738450722874,146.7958258989299,196.65797
2024-03-01,203.19009399414065,127.85738450722874,146.8728423764891,198.93553
2024-03-02,204.507802327474,127.85738450722874,146.8658663596557,199.56792666666666
2024-03-03,205.8255106608073,127.85738450722874,146.85889034282235,200.20032333333333
2024-03-04,207.14321899414065,127.85738450722874,146.85191432598896,200.83272
2024-03-05,208.27972412109372,127.85738450722874,147.5414313533726,202.7167
2024-03-06,207.9832305908203,127.85738450722874,147.4964218648944,204.45784
2024-03-07,212.6775665283203,127.85738450722874,147.39387050429303,205.9257
2024-03-08,212.02283096313477,127.85738450722874,147.4524527255299,206.34013
2024-03-09,211.3680953979492,127.85738450722874,147.51103494676676,206.75456
2024-03-10,210.71335983276362,127.85738450722874,147.56961716800362,207.16899
2024-03-11,210.05862426757807,127.85738450722874,147.62819938924048,207.58342
2024-03-12,201.8559112548828,127.85738450722874,147.56558860109462,208.8408
2024-03-13,188.06944274902344,127.85738450722874,147.51308016133578,209.00185
2024-03-14,192.96139526367188,127.85738450722874,147.50351875481292,207.26254
2024-03-15,186.6364288330078,127.85738450722874,148.0555271592385,205.24727
2024-03-16,186.9823201497396,127.85738450722874,148.16134990041078,204.29766333333333
2024-03-17,187.32821146647134,127.85738450722874,148.2671726415831,203.34805666666665
2024-03-18,187.67410278320312,127.85738450722874,148.3729953827554,202.39845
2024-03-19,183.2268524169922,127.85738450722874,148.38004373643085,199.52524
2024-03-20,185.2528381347656,127.85738450722874,148.45706021399005,196.36642
2024-03-21,194.5426788330078,127.85738450722874,148.4361321634899,193.5838
2024-03-22,195.881591796875,127.85738450722874,149.12564919087353,192.11136
2024-03-23,196.35269927978516,127.85738450722874,149.114396818754,191.9624425
2024-03-24,196.8238067626953,127.85738450722874,149.10314444663442,191.813525
2024-03-25,197.29491424560544,127.85738450722874,149.09189207451487,191.6646075
2024-03-26,197.7660217285156,127.85738450722874,149.08063970239533,191.51569
2024-03-27,197.81561279296875,127.85738450722874,148.97808834179398,191.71915
2024-03-28,199.84881591796875,127.85738450722874,149.21241722674142,192.38075
2024-03-29,202.22915267944336,127.85738450722874,149.19676452970495,192.65833750000002
2024-03-30,204.60948944091797,127.85738450722874,149.18111183266848,192.935925
2024-03-31,206.98982620239258,127.85738450722874,149.16545913563203,193.21351249999998
2024-04-01,209.3701629638672,127.85738450722874,149.14980643859556,193.4911
2024-04-02,219.18902587890625,127.85738450722874,149.09729799883672,195.70302
2024-04-03,219.6849365234375,127.85738450722874,149.08773659231386,199.20831
2024-04-04,218.4947662353516,127.85738450722874,149.6397449967394,203.10898
2024-04-05,222.6603546142578,127.85738450722874,149.95721322025634,206.85762
2024-04-06,222.34628295898438,127.85738450722874,149.95956267148148,208.12537
2024-04-07,222.03221130371094,127.85738450722874,149.96191212270665,209.39311999999998
2024-04-08,221.7181396484375,127.85738450722874,149.9642615739318,210.66087
2024-04-09,226.28042602539065,127.85738450722874,150.041278051491,213.98433
2024-04-10,226.87551879882807,127.85738450722874,150.02035000099085,217.24266
2024-04-11,229.23105621337888,127.85738450722874,150.36510851468267,218.686715
2024-04-12,231.5865936279297,127.85738450722874,150.70986702837448,220.13077
2024-04-13,231.90066528320312,127.85738450722874,150.6948638655484,221.09883333333335
2024-04-14,232.21473693847656,127.85738450722874,150.67986070272235,222.06689666666668
2024-04-15,232.52880859375,127.85738450722874,150.66485753989627,223.03496
2024-04-16,231.53700256347656,127.85738450722874,150.56230617929492,225.68272
2024-04-17,230.39642333984375,127.85738450722874,150.67947062176864,226.76439499999998
2024-04-18,229.2558441162109,127.85738450722874,150.79663506424237,227.84607
2024-04-19,231.3882293701172,127.85738450722874,150.7340242760965,229.32074
2024-04-20,231.3882293701172,127.85738450722874,150.71652146284356,229.71701
2024-04-21,231.3882293701172,127.85738450722874,150.6990186495906,230.11328
2024-04-22,231.3882293701172,127.85738450722874,150.68151583633767,230.50955
2024-04-23,232.42962646484372,127.85738450722874,150.6719544298148,231.34537
2024-04-24,234.56201171875,127.85738450722874,151.22396283424035,232.00256
2024-04-25,235.6529998779297,127.85738450722874,151.54143105775728,232.67677
2024-04-26,236.99192810058597,127.85738450722874,151.54847941143274,233.35959
2024-04-27,235.81828816731772,127.85738450722874,151.57415157061914,233.60795666666667
2024-04-28,234.6446482340495,127.85738450722874,151.59982372980554,233.85632333333334
2024-04-29,233.47100830078125,127.85738450722874,151.62549588899194,234.10469
2024-04-30,231.8345489501953,127.85738450722874,151.6045678384918,234.4319
2024-05-01,232.33045196533203,127.85738450722874,151.94932635218362,234.416205
2024-05-02,232.82635498046875,127.85738450722874,152.29408486587542,234.40051
2024-05-03,232.18167114257807,127.85738450722874,152.24907537739722,234.26834
2024-05-04,231.43781534830725,127.85738450722874,152.2148915905301,234.17169333333334
2024-05-05,230.6939595540364,127.85738450722874,152.180707803663,234.07504666666665
2024-05-06,229.9501037597656,127.85738450722874,152.1465240167959,233.9784
2024-05-07,225.5365753173828,127.85738450722874,152.3808529017433,233.40477
2024-05-08,229.70216369628903,127.85738450722874,152.31824211359745,232.30344
2024-05-09,224.34640502929688,127.85738450722874,152.2657336738386,231.48795
2024-05-10,225.23904418945312,127.85738450722874,152.25617226731575,230.23662
2024-05-11,224.46212768554688,127.85738450722874,152.44017506879092,229.84674333333334
2024-05-12,223.68521118164065,127.85738450722874,152.62417787026612,229.45686666666666
2024-05-13,222.9082946777344,127.85738450722874,152.8081806717413,229.06699
2024-05-14,229.05747985839844,127.85738450722874,153.12564889525822,227.75359
2024-05-15,230.94192504882807,127.85738450722874,153.13269724893368,227.14659
2024-05-16,235.95053100585935,127.85738450722874,153.20971372649288,227.0514
2024-05-17,246.1661376953125,127.85738450722874,153.18878567599273,227.77846
2024-05-18,252.60047912597656,127.85738450722874,153.36116493283865,228.304765
2024-05-19,259.0348205566406,127.85738450722874,153.53354418968456,228.83107
2024-05-20,265.4691619873047,127.85738450722874,153.70592344653045,229.357375
2024-05-21,271.90350341796875,127.85738450722874,153.87830270337636,229.88368
2024-05-22,281.27606201171875,127.85738450722874,153.83329321489816,235.0785
2024-05-23,286.1358947753906,127.85738450722874,153.7307418542968,242.10382
2024-05-24,294.7645874023437,127.85738450722874,153.96507073924425,250.06282
2024-05-25,293.8554484049479,127.85738450722874,153.94420047652898,252.95553666666666
2024-05-26,292.94630940755206,127.85738450722874,153.92333021381367,255.84825333333333
2024-05-27,292.03717041015625,127.85738450722874,153.9024599510984,258.74097
2024-05-28,286.7309875488281,127.85738450722874,153.84995151133955,266.61572
2024-05-29,289.7559814453125,127.85738450722874,153.8403901048167,272.90085
2024-05-30,288.2682800292969,127.85738450722874,154.39239850924224,278.12506
2024-05-31,293.5248718261719,127.85738450722874,154.70986673275917,281.9582
2024-06-01,301.02952067057294,127.85738450722874,154.7122161839843,283.0429733333333
2024-06-02,308.53416951497394,127.85738450722874,154.71456563520948,284.12774666666667
2024-06-03,316.038818359375,127.85738450722874,154.71691508643462,285.21252
2024-06-04,253.45590209960935,127.85738450722874,154.79393156399382,289.99915
2024-06-05,258.216552734375,127.85738450722874,154.77300351349368,288.1004
2024-06-06,271.4075927734375,127.85738450722874,155.4625205408773,284.85556
2024-06-07,280.8793334960937,127.85738450722874,155.4175110523991,281.80963
2024-06-08,280.9454447428385,127.85738450722874,155.383327265532,281.12038666666666
2024-06-09,281.0115559895833,127.85738450722874,155.34914347866487,280.43114333333335
2024-06-10,281.0776672363281,127.85738450722874,155.31495969179775,279.7419
2024-06-11,283.8547668457031,127.85738450722874,155.5492885767452,278.26248
2024-06-12,288.1195068359375,127.85738450722874,155.48667778859934,277.6042
2024-06-13,298.4342956542969,127.85738450722874,155.4341693488405,277.86105
2024-06-14,307.06298828125,127.85738450722874,155.42460794231764,279.61865
2024-06-15,309.207763671875,127.85738450722874,155.56261004342403,280.4051875
2024-06-16,311.3525390625,127.85738450722874,155.70061214453042,281.191725
2024-06-17,313.497314453125,127.85738450722874,155.83861424563682,281.97826249999997
2024-06-18,315.64208984375,127.85738450722874,155.9766163467432,282.7648
2024-06-19,306.76544189453125,127.85738450722874,156.2940845702601,287.19446
2024-06-20,309.3441162109375,127.85738450722874,156.30113292393557,290.89462
2024-06-21,302.4511108398437,127.85738450722874,156.37814940149477,294.43298
2024-06-22,304.03799438476557,127.85738450722874,156.37117338466138,295.19042666666667
2024-06-23,305.6248779296875,127.85738450722874,156.364197367828,295.9478733333333
2024-06-24,307.2117614746094,127.85738450722874,156.35722135099462,296.70532
2024-06-25,307.16217041015625,127.85738450722874,157.04673837837825,298.73752
2024-06-26,304.3355407714844,127.85738450722874,157.00172888990005,300.23938
2024-06-27,302.0047912597656,127.85738450722874,156.8991775292987,301.02237
2024-06-28,303.393310546875,127.85738450722874,157.13350641424614,301.13818
2024-06-29,303.97186279296875,127.85738450722874,157.11263615153086,301.10120333333333
2024-06-30,304.5504150390625,127.85738450722874,157.09176588881556,301.0642266666666
2024-07-01,305.12896728515625,127.85738450722874,157.07089562610028,301.02725
2024-07-02,303.5916748046875,127.85738450722874,157.01838718634144,300.90018
2024-07-03,311.9228515625,127.85738450722874,157.00882577981858,300.562
2024-07-04,314.74951171875,127.85738450722874,157.56083418424413,301.0472
2024-07-05,321.3945617675781,127.85738450722874,157.87830240776103,302.0107
2024-07-06,324.8824157714844,127.85738450722874,157.8806518589862,302.62148333333334
2024-07-07,328.3702697753906,127.85738450722874,157.88300131021134,303.23226666666665
2024-07-08,331.8581237792969,127.85738450722874,157.8853507614365,303.84305
2024-07-09,332.0564880371094,127.85738450722874,157.9623672389957,306.94717
2024-07-10,331.1142883300781,127.85738450722874,157.94143918849556,310.28745
2024-07-11,332.7507629394531,127.85738450722874,158.6309562158792,313.44858
2024-07-12,330.37042236328125,127.85738450722874,158.585946727401,316.42682
2024-07-13,329.8084004720052,127.85738450722874,158.55176294053388,317.1919266666667
2024-07-14,329.2463785807292,127.85738450722874,158.51757915366676,317.95703333333336
2024-07-15,328.6843566894531,127.85738450722874,158.48339536679964,318.72214
2024-07-16,323.47735595703125,127.85738450722874,158.7177242517471,320.31326
2024-07-17,317.22898864746094,127.85738450722874,158.68641885767417,320.57013
2024-07-18,310.9806213378906,127.85738450722874,158.65511346360125,320.827
2024-07-19,303.7900085449219,127.85738450722874,158.6026050238424,319.49036
2024-07-20,305.77362060546875,127.85738450722874,158.59941788833476,318.57913333333335
2024-07-21,307.7572326660156,127.85738450722874,158.59623075282715,317.6679066666667
2024-07-22,309.7408447265625,127.85738450722874,158.59304361731952,316.75668
2024-07-23,298.9797668457031,127.85738450722874,159.14505202174507,314.15555
2024-07-24,297.6408386230469,127.85738450722874,159.462520245262,310.48315
2024-07-25,298.9797668457031,127.85738450722874,159.46956859893746,306.71094
2024-07-26,307.3605041503906,127.85738450722874,159.54658507649663,303.29544
2024-07-27,311.14591471354163,127.85738450722874,159.53960905966326,302.59883666666667
2024-07-28,314.9313252766927,127.85738450722874,159.53263304282987,301.9022333333333
2024-07-29,318.7167358398437,127.85738450722874,159.5256570259965,301.20563
2024-07-30,315.49334716796875,127.85738450722874,160.21517405338014,301.03635
2024-07-31,313.4601135253906,127.85738450722874,160.17016456490194,301.42627
2024-08-01,308.60028076171875,127.85738450722874,160.0676132043006,302.09607
2024-08-02,300.4674987792969,127.85738450722874,160.30194208924803,302.41968
2024-08-03,296.2688496907552,127.85738450722874,160.28107182653275,302.21340000000004
2024-08-04,292.07020060221356,127.85738450722874,160.26020156381745,302.00712
2024-08-05,287.8715515136719,127.85738450722874,160.23933130110217,301.80084
2024-08-06,284.8961181640625,127.85738450722874,160.18682286134333,299.5743
2024-08-07,297.7400207519531,127.85738450722874,160.17726145482047,296.58258
2024-08-08,295.8059997558594,127.85738450722874,160.72926985924602,294.71402
2024-08-09,299.7236328125,127.85738450722874,161.04673808276294,293.0777
2024-08-10,299.4591471354167,127.85738450722874,161.0490875339881,292.81171666666665
2024-08-11,299.1946614583333,127.85738450722874,161.05143698521326,292.5457333333333
2024-08-12,298.93017578125,127.85738450722874,161.0537864364384,292.27975
2024-08-13,293.72320556640625,127.85738450722874,161.1308029139976,291.85126
2024-08-14,292.0823059082031,127.85738450722874,161.10987486349745,291.1991
2024-08-15,296.85585021972656,127.85738450722874,161.45463337718928,290.82619
2024-08-16,301.62939453125,127.85738450722874,161.79939189088108,290.45328
